,,D/E/De,GDP Growth,Lab Qual,Lab Quant,ICT Capital,NICT Capital,Cl Quality,Cl Quant,ContriICT,ContriNICT,Export of goods and services (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1996,1,0.778310467,-0.0811529,-1.121805236,5.465192348,1.036203466,-0.055292394,-0.526905479,0.331533048,0.341649167,22.92776574,0.289475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1997,1,1.808449998,-0.046510101,-0.778935989,6.307116151,1.014084462,-0.031461415,0.536910677,0.476101553,0.388302025,25.42351055,0.146313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1998,1,1.948791742,0.953501277,0.799857173,7.994222641,1.189099345,0.640045526,0.411466882,0.49961661,0.442043832,26.49249473,0.015144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1999,1,1.967873052,-0.488005113,0.611750223,11.37636974,1.360217202,-0.328235165,0.286657666,0.444710953,0.390255894,27.08149636,0.023796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2000,1,2.941228263,-0.536125014,0.421868637,13.26467246,1.563231274,-0.364294322,-0.660416111,0.350436033,0.205912697,30.87300686,0.04712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2001,1,1.68107599,0.156010897,-0.9691393,11.93079576,1.387269888,0.10631301,-0.824460667,0.224551326,0.109374116,31.91518782,0.07542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2002,1,0.010753523,0.463830307,-1.21993348,8.836688101,0.723714428,0.313467789,-1.020699646,0.12259566,0.132814026,32.61847998,0.168128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2003,1,-0.723116891,0.504532782,-1.519286446,5.857218057,0.377452327,0.338959391,0.114229729,0.176211237,0.163453945,32.6356194,0.055363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2004,1,1.173760463,0.394973718,0.171741424,3.744127601,0.439796317,0.262707379,-0.524155283,0.367465778,0.248026545,35.49440373,-0.02171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2005,1,0.704080006,-1.050608046,-0.800391939,5.347499624,0.523617305,-0.688015111,1.111504715,0.448767655,0.417043176,37.78777276,-0.05678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2006,1,3.642835468,0.116516405,1.727337576,10.48894301,0.771630788,0.07497581,1.076540444,0.385613367,0.489888014,41.23797172,-0.1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2007,1,3.217465803,0.117187097,1.703229733,13.6921823,1.24431802,0.07406908,0.563943619,0.218858407,0.15765141,43.05735605,-0.13372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2008,1,1.046611741,0.117309904,0.889187492,13.58788908,1.452496089,0.0744007,-2.097168751,0.201056921,-0.017390604,43.51756437,-0.19014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2009,1,-5.803122744,0.1175349,-3.185669705,9.066696465,0.496447412,0.077374786,1.037745271,0.848867651,0.730872201,37.84728045,-0.25338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2010,1,4.009307548,0.169073604,1.555543765,8.128398657,-0.056426151,0.112793571,2.923166938,0.979646668,1.20966332,42.29642655,-0.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1995,1,9.198134392,1.13151744,4.700602964,18.35985482,2.202370949,0.703657465,2.396900021,0.941585097,1.668193005,73.59338697,0.512695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1996,1,8.695024997,1.030046679,3.890342265,19.11069751,3.636592627,0.63462765,1.642217673,0.993211009,2.384285815,75.00095718,0.791271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1997,1,10.23416594,0.110944395,2.740699612,17.04607755,4.827511683,0.066477497,2.183420025,1.071660221,3.02624274,77.31336169,1.002815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1998,1,8.202986419,0.728018396,3.772523999,17.50821173,6.541309506,0.421354501,3.202812374,1.177600306,3.091946617,84.68930709,1.043077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1999,1,9.714008123,0.81433868,5.689825863,18.8985765,7.957167178,0.458392594,2.159104869,1.162227802,2.554864809,86.74002147,1.06743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2000,1,9.094554931,0.160912995,3.911975026,21.40882611,7.866949588,0.08881141,1.404263731,0.95930025,2.205486037,95.58781922,1.046732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2001,1,5.13895601,0.307911402,2.58808434,19.97509301,6.398294121,0.16706906,0.294168945,0.824941415,1.967399009,96.58766967,1.057943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2002,1,5.674245954,1.245609764,0.554496842,15.5439347,5.408819392,0.660814764,0.480857585,0.869891327,1.795311458,90.7177219,1.685149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2003,1,2.914302982,1.614738628,0.916621368,13.59428614,4.743954912,0.847088359,1.455144119,0.927107502,2.120985091,80.89689436,1.628951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2004,1,4.476695135,0.62922542,2.723658271,14.6164611,4.419585317,0.336170546,2.863732912,0.939092692,2.188159525,80.43290611,1.828314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2005,1,5.519055948,0.504346518,5.217285454,15.1609391,5.439615622,0.276832422,2.384714782,0.893503521,2.219838649,78.34899668,2.178703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2006,1,5.325827748,0.295488606,4.285594076,15.06971419,5.739611015,0.16442436,1.99408792,0.709297601,1.89320296,76.5722206,2.696006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2007,1,4.81438525,0.294463011,3.536781669,15.29406011,5.875948444,0.16602244,-1.0615604,0.509242108,1.361964364,77.46702008,2.89096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2008,1,-2.644346841,0.294597098,-1.765948534,14.4218266,5.413229391,0.17709044,-6.266258657,0.412294315,0.885570142,80.36594385,2.038708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2009,1,-6.582613289,0.294802897,-9.92109105,11.75201312,4.189920425,0.186200405,-2.957116067,0.179106067,0.324617536,87.06175571,1.015663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2010,1,-0.275920355,0.25509221,-4.722079635,10.23956984,2.653728612,0.159746839,-0.051124505,0.296075759,0.446289126,95.6845516,0.544884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1995,1,2.845952101,0.221894891,-0.075400772,4.315883294,1.157390792,0.150452915,0.765120797,0.388018577,0.441174209,24.74045821,0.001589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1996,1,1.278635301,0.20035319,1.14555927,6.50909245,1.557127479,0.133816199,-0.005051575,0.427632313,0.528693339,23.75425109,0.028104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1997,1,1.819222793,0.240648002,-0.007565194,8.143091202,1.550082304,0.160690071,1.14014158,0.429526391,0.668640342,24.19130835,0.052907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1998,1,1.604249142,0.260244403,1.733932085,8.50662291,1.809290983,0.171122898,0.585897686,0.446008844,0.77517014,24.11352662,0.028774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1999,1,1.549061015,0.298133097,0.905981474,8.497197926,2.209269069,0.192802493,0.565172825,0.403361162,0.854420103,23.24128836,0.037965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2000,1,3.642980382,0.270146807,0.880290847,9.439664334,2.495480515,0.173442264,0.784908794,0.25660526,0.905563869,25.64759371,0.027654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2001,1,1.757269911,0.240514311,1.237016544,9.210856259,2.657265775,0.152610568,0.669090729,0.121590577,0.824989658,25.72142257,0.12356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2002,1,0.250467472,0.301984791,1.055504009,6.498613954,2.773309313,0.191430084,0.551961455,0.086535222,0.701837894,24.46189363,0.148916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2003,1,0.152530544,0.2832331,0.865033083,3.389333934,2.53077019,0.180725753,0.369236898,0.140830153,0.643521873,23.35060815,0.444507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2004,1,1.570870541,0.343309599,0.57881996,2.375599369,2.154448815,0.219001737,0.2419353,0.168914953,0.641942536,24.05205326,0.647183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2005,1,0.945133623,0.404318282,0.378288166,3.89219597,1.985151321,0.258582924,1.278591435,0.169624656,0.673579704,24.6403505,0.491389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2006,1,1.986542158,0.078725402,1.979233511,5.1692985,1.998258568,0.050856872,0.997887552,0.127951498,0.543578807,26.21586922,0.30056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2007,1,1.463359129,0.079488498,1.544358488,5.755522475,2.077022009,0.051361509,-0.260071247,0.053863501,0.167125009,27.41435488,0.504934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2008,1,-1.055365428,0.080454501,-0.399088534,5.094415694,1.682280935,0.052429223,-2.299491689,0.047903048,-0.025934979,26.9516197,0.662469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2009,1,-5.63733913,0.081392901,-3.436862677,2.435446344,0.541167986,0.054457312,-0.374030042,0.224039471,0.972916465,22.46550086,0.455613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2010,1,1.696117595,0.0821063,-0.552404486,2.1201225,-0.086397724,0.055593724,-0.238367077,0.470696809,0.977857504,25.16970228,0.307591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,1995,1,1.923720725,0.418408308,-0.396082085,5.578505993,2.717414871,0.251803268,0.311579788,0.534165185,0.936198514,9.052576315,0.38179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,1996,1,2.576595359,0.516373897,0.523361424,11.18803844,2.696881257,0.307419803,-0.422384962,0.395762781,0.743566221,9.700512643,0.253189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,1997,1,1.58301089,0.49843709,-0.720545882,12.5925377,2.52090618,0.292184483,-1.400008425,0.320722256,0.555502158,10.73145689,0.238271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,1998,1,-2.023482881,0.594261289,-2.392652631,10.17900184,1.977597922,0.347719016,-1.806504279,0.288095186,0.514047965,10.7774668,0.27173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,1999,1,-0.199514721,0.51992638,-3.102093935,8.144096285,1.468444616,0.302779092,-0.072022731,0.323491427,0.466411002,10.17337581,0.3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2000,1,2.232369408,0.591392815,-0.124550145,6.622464955,1.359058917,0.341980532,-0.593660539,0.289540901,0.31613938,10.8773781,0.28764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2001,1,0.35483141,0.609936006,-1.027628034,7.23496303,1.235240046,0.352359912,-1.023572031,0.22046254,0.214612298,10.4488202,0.21456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2002,1,0.289109163,0.380173093,-1.783994399,6.736327708,0.824837666,0.218125433,0.061238592,0.226011756,0.229933299,11.25283734,0.232527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2003,1,1.671092212,0.586962886,0.108213921,5.265042558,0.547160953,0.332164089,-0.056246558,0.171757233,0.296900747,11.87275335,0.213981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2004,1,2.333315834,0.2813478,-0.1000499,5.638764054,0.578116765,0.158169528,0.028699968,0.10720971,0.369697018,13.21033508,0.033662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2005,1,1.29429549,0.250649196,0.051164953,4.762140661,0.73676724,0.140596705,0.558265578,0.113199849,0.401157606,14.31265541,0.009392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2006,1,1.67875383,0.242739706,0.991727691,3.295544162,0.913833268,0.136643578,0.272780331,0.179583847,0.319133233,16.17160101,0.063374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2007,1,2.168483846,0.247468008,0.482167583,3.691223636,0.993958861,0.140001962,-0.716424128,0.253681722,-0.001117734,17.74676437,0.114909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2008,1,-1.047099009,0.251391903,-1.265218668,5.619973317,0.794300996,0.142349477,-2.713929489,0.28167069,-0.186206622,17.71116378,0.048425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2009,1,-5.685585737,0.25509079,-4.814436659,7.843069732,-0.002777769,0.143796357,0.372792245,0.269801635,0.371249416,12.6956669,-0.01249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2010,1,4.547066242,0.229859911,0.673775142,8.658891171,-0.449578743,0.12717892,1.993645169,0.418483838,0.482688518,15.17099226,0.017961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,1995,1,3.068468161,0.294535211,2.954808995,5.213736743,1.357173361,0.198726449,2.072053961,0.692195818,0.537075195,58.25197181,0.493927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,1996,1,3.007092513,0.341138989,3.077784367,7.860893011,1.764506847,0.229664682,1.386430487,0.922271144,0.590098649,59.24161518,0.461396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,1997,1,3.945489973,0.411084387,2.070999891,13.07911128,1.934994943,0.275200373,1.400168426,0.955825578,0.668911403,62.47298966,0.514767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,1998,1,4.295047,0.133386196,2.097518928,17.46065766,2.109874785,0.089040026,1.851946488,0.750341034,0.688432856,61.53479517,0.616641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,1999,1,4.43190448,1.104579214,2.759492584,17.96224564,2.426601574,0.741303526,0.604034122,0.600426085,0.565395644,61.49857722,0.633435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2000,1,4.284217581,-1.248726062,0.903383922,15.04088193,2.446881309,-0.834941957,0.800669845,0.409927452,0.384618086,67.13669013,0.62423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2001,1,1.610973664,-0.117781595,1.202386245,11.79651245,1.996046863,-0.078430847,-0.337689486,0.281080441,0.266527222,64.56924922,0.62376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2002,1,-0.033619389,0.561740203,-0.504990481,7.985987514,1.374331117,0.375638274,-0.762872119,0.255922438,0.182592426,61.41422942,0.638292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2003,1,0.265471358,1.092828996,-1.136595663,6.008934975,0.945302006,0.733496342,0.190222985,0.254836609,0.140777358,59.99074793,0.471814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2004,1,1.84029378,1.050592214,0.283339806,6.150330603,0.636059092,0.70532551,-0.195109751,0.315222982,0.259142532,63.36038069,0.347475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2005,1,2.227466926,0.376892509,-0.294732233,6.531879306,0.470832828,0.249499036,1.247646753,0.351001462,0.435037771,66.41043473,0.233663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2006,1,3.75007689,0.103766995,1.918008365,7.898599654,0.837027375,0.067499472,1.852860488,0.312425918,0.586046791,69.27284966,0.160614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2007,1,4.114259779,0.104120804,2.865239978,8.747097105,1.389000192,0.067331648,1.062436216,0.187130412,0.40598833,70.95620547,0.217522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2008,1,2.056637406,0.104934804,1.638096757,8.119594306,1.872741617,0.06805858,-0.951701216,0.07257933,0.124028767,71.94673117,0.389292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2009,1,-3.353694454,0.105741702,-1.421995834,4.902695492,1.387656853,0.070769904,-0.492823822,1.135536656,0.77891238,63.90577188,0.514285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2010,1,1.064821519,0.114243699,-0.72590271,1.859428734,0.439743977,0.077561376,2.466593869,1.269889344,0.873019639,71.95397712,0.512923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1995,1,4.132904112,0.685198884,4.039350152,17.06988215,2.41261106,0.418410683,1.969669573,1.180634741,0.70411358,29.3936963,1.464364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1996,1,3.864143416,0.717751589,3.208785877,18.49807948,2.749345079,0.440582074,1.075278874,0.93953535,0.523887528,28.34886559,1.582662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1997,1,2.878078446,0.735684717,1.737174019,17.36430526,2.249543183,0.455375342,0.608626474,0.785999,0.593262119,28.32059182,1.312358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1998,1,0.704942225,0.770921819,0.99564828,13.9314875,1.630664803,0.471254205,2.162821032,0.436273217,0.801282749,29.61679813,0.88728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1999,1,4.439104721,0.816029124,3.682877868,11.97004542,1.709719189,0.479224417,0.504341675,0.196948345,1.07115414,30.95093845,0.88234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2000,1,3.847587109,0.852861628,0.882513449,7.652422786,2.158888616,0.487396121,0.364489784,0.353308651,1.175290719,35.74524402,0.986236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2001,1,2.14881096,0.593731692,0.640971167,3.711031005,2.830556966,0.337626948,1.590913348,0.644012913,1.225800253,35.43092973,0.99876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2002,1,5.072808266,0.603991095,2.779531479,6.848195195,3.12595889,0.345704844,1.518042386,0.840496924,1.425795164,32.80549739,1.737175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2003,1,4.531914368,0.608079089,2.62277592,13.13379109,3.293660283,0.351951481,1.994083636,0.882027205,1.529117674,29.80274712,1.973559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2004,1,4.275549203,0.608379906,3.408453241,17.08279401,3.898157179,0.355926971,1.682083681,0.820012391,1.3445694,29.49588425,1.486219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2005,1,2.777956426,0.613392377,2.83426512,17.26534516,4.3018464,0.364036951,1.246736292,0.765616447,1.17158182,28.20110683,1.128774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2006,1,2.333495021,0.62101651,2.084584348,15.3586328,3.857480735,0.371414004,0.370851043,0.737745734,1.015770622,29.63550262,1.218985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2007,1,3.633726388,0.628001103,0.617593713,14.92156088,3.364754468,0.37710045,0.598633429,0.596615439,0.556467753,29.36117831,0.932408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2008,1,-0.852644723,0.634308578,0.986433309,15.51342607,2.939339541,0.384940696,-0.380891282,0.520701986,0.347195612,32.36968845,0.848701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2009,1,0.478900271,0.640255399,-0.620443188,13.10118288,1.633365266,0.393054029,0.628803577,0.365841226,0.84132487,28.95014389,0.999728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2010,1,1.971183345,0.645863079,1.026583742,11.66787371,1.012562774,0.395604363,0.456414744,0.481488509,1.052566152,30.53080864,1.111726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1995,1,4.069990292,0.322762108,0.897913333,11.36172339,1.830265671,0.164061924,0.82594417,0.413917471,1.620400324,37.18316645,0.519126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1996,1,4.905673116,0.323300809,1.660025492,13.49734664,2.254967764,0.160858023,1.241559256,0.424345583,2.119866014,39.94293879,0.506882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1997,1,5.149781331,0.321096298,2.531165443,11.67695522,3.418526798,0.157500606,1.262204535,0.446197111,1.993852109,40.5578083,0.54222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1998,1,2.590547316,0.32672009,2.479222417,12.21999303,4.646751285,0.166337471,0.437529804,0.430354476,1.642894186,36.90766443,0.59541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1999,1,1.993310079,0.335390307,0.837417971,13.40700388,4.488959536,0.175232987,-0.297926948,0.396652613,1.467967872,38.60429912,0.59566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2000,1,3.154989704,0.3396224,-0.611455459,13.94751221,3.409811854,0.165478396,-0.658595935,0.374276959,1.225432847,45.71406592,0.56436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2001,1,2.063884214,0.293514994,-1.423142198,12.43866608,2.904681861,0.135831675,-0.30468544,0.406243233,1.060554851,44.954285,0.54008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2002,1,1.427469682,0.290938094,-0.635453034,11.35712788,2.513388917,0.139498268,-1.015546732,0.490574911,1.270554028,40.39499263,0.539291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2003,1,0.915636681,0.285376399,-2.076921239,12.808685,2.212643996,0.139539747,0.976844318,0.579323526,1.827711798,39.64854567,0.586533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2004,1,3.882675618,0.279556308,2.05407925,15.00416696,2.583786473,0.13294667,0.690695783,0.590032944,2.318282984,41.11486037,0.590931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2005,1,2.590866201,0.276557403,1.525851898,16.21178836,3.572507948,0.125187135,1.391244028,0.523489667,2.669052407,43.42534875,0.681073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2006,1,2.366862632,0.274380902,3.18753235,15.36607146,4.414623231,0.119757466,2.075663954,0.45470316,2.651766874,44.66481471,0.805393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2007,1,2.887666412,0.271977601,4.703311995,14.30470645,5.112347752,0.120029063,1.552466862,0.345792412,2.015791647,43.30422097,1.034735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2008,1,0.383569207,0.26937779,3.463908657,13.72493505,5.112478137,0.120730698,-0.925727654,0.291609438,1.372738462,45.94684844,1.246333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2009,1,-1.635840908,0.266803894,-1.974418946,11.12945154,4.031025991,0.125093886,0.050825154,0.234677037,1.042359974,39.21602602,1.261127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2010,1,0.600131415,0.264339894,0.105254166,9.83832404,2.815995552,0.127644499,1.249227207,0.333820679,1.090145577,39.81978998,1.245666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1995,1,4.848508909,0.549991522,1.903693005,5.528797582,3.45916003,0.36091134,0.985593535,0.407834398,1.075201761,21.93182783,0.23398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1996,1,2.639495768,1.320435014,1.516076084,7.813828439,3.548783809,0.858408306,2.477242053,0.482090097,1.25869941,23.11841178,0.231202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1997,1,3.623177111,0.385282096,3.802796826,9.426738322,3.52158919,0.250982912,3.119098209,0.597822526,1.445771474,25.75374144,0.263664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1998,1,4.215849191,0.650516013,4.775200784,11.23011783,4.142130166,0.424908474,3.0991707,0.633879239,1.528984308,26.18321355,0.349783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1999,1,4.387238994,0.615677983,4.740379378,14.05401081,4.760811105,0.402518641,3.023473732,0.578531064,1.504265238,26.39723649,0.46892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2000,1,5.153964832,0.879460201,4.661393166,14.38696831,4.975241795,0.570435636,2.45280005,0.444999943,1.41914608,28.61617021,0.497676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
